request_number,department1,opened_date,request_closed,request_state,task_number,department2,task_status,task_closed,approval_status,complexity_risk
SR_Req_1123069,Finance Operations Team,17/04/2024,16/05/2024,Closed Complete,SubTask_0273825,Procurement Operations Team,Closed Complete,17/04/2024,Not Yet Requested,Medium Risk
SR_Req_1123175,Finance Operations Team,17/04/2024,13/05/2024,Closed Complete,SubTask_0273895,Procurement Operations Team,Closed Complete,17/04/2024,Not Yet Requested,Medium Risk
SR_Req_1123283,Finance Operations Team,17/04/2024,29/07/2024,Closed Complete,SubTask_0273916,Procurement Operations Team,Closed Complete,19/04/2024,Not Yet Requested,High Risk
SR_Req_1123283,Finance Operations Team,17/04/2024,29/07/2024,Closed Complete,SubTask_0273917,OH&S Team,Closed Complete,29/07/2024,Not Yet Requested,High Risk
SR_Req_1123634,Finance Operations Team,17/04/2024,6/05/2024,Closed Complete,SubTask_0274010,Procurement Operations Team,Closed Complete,24/04/2024,Not Yet Requested,Medium Risk
SR_Req_1123745,Finance Operations Team,18/04/2024,6/05/2024,Closed Complete,SubTask_0274055,Procurement Operations Team,Closed Complete,19/04/2024,Not Yet Requested,High Risk
SR_Req_1123745,Finance Operations Team,18/04/2024,6/05/2024,Closed Complete,SubTask_0274056,OH&S Team,Closed Complete,2/05/2024,Approved,High Risk
SR_Req_1123941,Finance Operations Team,18/04/2024,22/05/2024,Closed Complete,SubTask_0274103,Procurement Operations Team,Closed Complete,18/04/2024,Not Yet Requested,Medium Risk
SR_Req_1124005,Finance Operations Team,18/04/2024,6/05/2024,Closed Complete,SubTask_0274134,Procurement Operations Team,Closed Complete,18/04/2024,Not Yet Requested,Medium Risk
SR_Req_1124013,Finance Operations Team,18/04/2024,24/05/2024,Closed Complete,SubTask_0274138,Procurement Operations Team,Closed Complete,19/04/2024,Not Yet Requested,Medium Risk
SR_Req_1124085,Finance Operations Team,18/04/2024,24/04/2024,Closed Complete,SubTask_0274177,Procurement Operations Team,Closed Complete,18/04/2024,Not Yet Requested,Medium Risk
SR_Req_1124158,Procurement Operations Team,18/04/2024,19/04/2024,Closed Skipped,SubTask_0274211,Procurement Operations Team,Closed Complete,19/04/2024,Not Yet Requested,Medium Risk
SR_Req_1124163,Finance Operations Team,18/04/2024,22/05/2024,Closed Complete,SubTask_0274213,Procurement Operations Team,Closed Complete,19/04/2024,Not Yet Requested,High Risk
SR_Req_1124163,Finance Operations Team,18/04/2024,22/05/2024,Closed Complete,SubTask_0274214,OH&S Team,Closed Complete,13/05/2024,Rejected,High Risk
SR_Req_1122930,Finance Operations Team,16/04/2024,9/05/2024,Closed Complete,SubTask_0274291,Category Management Team,Closed Complete,19/04/2024,Not Yet Requested,Medium Risk
SR_Req_1124310,Finance Operations Team,19/04/2024,9/05/2024,Closed Complete,SubTask_0274293,Procurement Operations Team,Closed Complete,19/04/2024,Not Yet Requested,Medium Risk
SR_Req_1123745,Finance Operations Team,18/04/2024,6/05/2024,Closed Complete,SubTask_0274320,Category Management Team,Closed Complete,26/04/2024,Not Yet Requested,High Risk
SR_Req_1124388,Finance Operations Team,19/04/2024,9/05/2024,Closed Complete,SubTask_0274324,Procurement Operations Team,Closed Complete,29/04/2024,Not Yet Requested,Medium Risk
SR_Req_1124402,Finance Operations Team,19/04/2024,9/05/2024,Closed Complete,SubTask_0274331,Procurement Operations Team,Closed Complete,23/04/2024,Not Yet Requested,Medium Risk
SR_Req_1124163,Finance Operations Team,18/04/2024,22/05/2024,Closed Complete,SubTask_0274420,Category Management Team,Closed Complete,24/04/2024,Not Yet Requested,High Risk
SR_Req_1124818,Finance Operations Team,19/04/2024,6/05/2024,Closed Complete,SubTask_0274422,Procurement Operations Team,Closed Complete,23/04/2024,Not Yet Requested,Medium Risk
SR_Req_1125297,Finance Operations Team,22/04/2024,3/05/2024,Closed Complete,SubTask_0274549,Procurement Operations Team,Closed Complete,22/04/2024,Not Yet Requested,Medium Risk
SR_Req_1125864,Finance Operations Team,23/04/2024,22/05/2024,Closed Complete,SubTask_0274682,Procurement Operations Team,Closed Complete,23/04/2024,Not Yet Requested,Medium Risk
SR_Req_1124402,Finance Operations Team,19/04/2024,9/05/2024,Closed Complete,SubTask_0274725,Category Management Team,Closed Complete,24/04/2024,Not Yet Requested,Medium Risk
SR_Req_1126055,Finance Operations Team,23/04/2024,24/05/2024,Closed Complete,SubTask_0274738,OH&S Team,Closed Complete,13/05/2024,Rejected,Medium Risk
SR_Req_1126276,Procurement Operations Team,23/04/2024,26/04/2024,Closed Skipped,SubTask_0274794,Procurement Operations Team,Closed Complete,26/04/2024,Not Yet Requested,Medium Risk
SR_Req_1126373,Finance Operations Team,24/04/2024,9/05/2024,Closed Complete,SubTask_0274840,Procurement Operations Team,Closed Complete,26/04/2024,Not Yet Requested,High Risk
SR_Req_1126373,Finance Operations Team,24/04/2024,9/05/2024,Closed Complete,SubTask_0274841,OH&S Team,Closed Complete,6/05/2024,Approved,High Risk
SR_Req_1126521,Procurement Operations Team,24/04/2024,13/05/2024,Closed Skipped,SubTask_0274930,Procurement Operations Team,Closed Complete,13/05/2024,Not Yet Requested,Medium Risk
SR_Req_1126919,Finance Operations Team,24/04/2024,22/05/2024,Closed Complete,SubTask_0275013,Procurement Operations Team,Closed Complete,1/05/2024,Not Yet Requested,Medium Risk
SR_Req_1127237,Finance Operations Team,25/04/2024,22/05/2024,Closed Complete,SubTask_0275019,Procurement Operations Team,Closed Complete,10/05/2024,Not Yet Requested,Medium Risk
SR_Req_1126373,Finance Operations Team,24/04/2024,9/05/2024,Closed Complete,SubTask_0275125,Category Management Team,Closed Complete,26/04/2024,Not Yet Requested,High Risk
SR_Req_1128188,Finance Operations Team,27/04/2024,9/05/2024,Closed Complete,SubTask_0275158,Procurement Operations Team,Closed Complete,1/05/2024,Not Yet Requested,Medium Risk
SR_Req_1129120,Procurement Operations Team,29/04/2024,29/04/2024,Closed Incomplete,SubTask_0275162,Procurement Operations Team,Closed Complete,29/04/2024,Not Yet Requested,Medium Risk
SR_Req_1129558,Finance Operations Team,29/04/2024,9/07/2024,Closed Incomplete,SubTask_0275292,Procurement Operations Team,Closed Complete,1/05/2024,Not Yet Requested,Medium Risk
SR_Req_1123634,Finance Operations Team,17/04/2024,6/05/2024,Closed Complete,SubTask_0275355,Category Management Team,Closed Complete,30/04/2024,Not Yet Requested,Medium Risk
SR_Req_1129968,Finance Operations Team,30/04/2024,9/05/2024,Closed Complete,SubTask_0275489,Procurement Operations Team,Closed Complete,30/04/2024,Not Yet Requested,Medium Risk
SR_Req_1130022,Finance Operations Team,30/04/2024,17/05/2024,Closed Complete,SubTask_0275505,Procurement Operations Team,Closed Complete,30/04/2024,Not Yet Requested,Medium Risk
SR_Req_1130305,Finance Operations Team,1/05/2024,13/05/2024,Closed Complete,SubTask_0275584,Procurement Operations Team,Closed Complete,8/05/2024,Not Yet Requested,Medium Risk
SR_Req_1130306,Procurement Operations Team,1/05/2024,7/05/2024,Closed Incomplete,SubTask_0275585,Procurement Operations Team,Closed Complete,7/05/2024,Not Yet Requested,Medium Risk
SR_Req_1126919,Finance Operations Team,24/04/2024,22/05/2024,Closed Complete,SubTask_0275715,Category Management Team,Closed Complete,1/05/2024,Not Yet Requested,Medium Risk
SR_Req_1127237,Finance Operations Team,25/04/2024,22/05/2024,Closed Complete,SubTask_0275730,Category Management Team,Closed Complete,1/05/2024,Not Yet Requested,Medium Risk
SR_Req_1130966,Finance Operations Team,2/05/2024,8/05/2024,Closed Complete,SubTask_0275841,Procurement Operations Team,Closed Complete,2/05/2024,Not Yet Requested,High Risk
SR_Req_1130966,Finance Operations Team,2/05/2024,8/05/2024,Closed Complete,SubTask_0275842,OH&S Team,Closed Complete,3/05/2024,Rejected,High Risk
SR_Req_1131145,Finance Operations Team,2/05/2024,22/05/2024,Closed Complete,SubTask_0275868,Procurement Operations Team,Closed Complete,2/05/2024,Not Yet Requested,Medium Risk
SR_Req_1131472,Finance Operations Team,2/05/2024,16/05/2024,Closed Complete,SubTask_0275932,OH&S Team,Closed Complete,7/05/2024,Not Yet Requested,Medium Risk
SR_Req_1131481,Finance Operations Team,3/05/2024,9/05/2024,Closed Complete,SubTask_0275933,Procurement Operations Team,Closed Complete,6/05/2024,Not Yet Requested,Medium Risk
SR_Req_1131483,Finance Operations Team,3/05/2024,13/05/2024,Closed Complete,SubTask_0275935,Procurement Operations Team,Closed Complete,6/05/2024,Not Yet Requested,Medium Risk
SR_Req_1131570,Procurement Operations Team,3/05/2024,3/05/2024,Closed Skipped,SubTask_0276054,Procurement Operations Team,Closed Complete,3/05/2024,Not Yet Requested,Medium Risk
SR_Req_1131594,Finance Operations Team,3/05/2024,13/05/2024,Closed Complete,SubTask_0276056,Procurement Operations Team,Closed Complete,5/05/2024,Not Yet Requested,Medium Risk
SR_Req_1131673,Finance Operations Team,3/05/2024,13/05/2024,Closed Complete,SubTask_0276090,Procurement Operations Team,Closed Complete,6/05/2024,Not Yet Requested,Medium Risk
SR_Req_1131950,Finance Operations Team,3/05/2024,22/05/2024,Closed Complete,SubTask_0276227,Procurement Operations Team,Closed Complete,9/05/2024,Not Yet Requested,Medium Risk
SR_Req_1131481,Finance Operations Team,3/05/2024,9/05/2024,Closed Complete,SubTask_0276330,Category Management Team,Closed Complete,6/05/2024,Not Yet Requested,Medium Risk
SR_Req_1131673,Finance Operations Team,3/05/2024,13/05/2024,Closed Complete,SubTask_0276337,Category Management Team,Closed Complete,6/05/2024,Not Yet Requested,Medium Risk
SR_Req_1132636,Procurement Operations Team,6/05/2024,7/05/2024,Closed Complete,SubTask_0276458,Procurement Operations Team,Closed Complete,7/05/2024,Not Yet Requested,Medium Risk
SR_Req_1132760,Finance Operations Team,6/05/2024,15/05/2024,Closed Complete,SubTask_0276474,Procurement Operations Team,Closed Complete,9/05/2024,Not Yet Requested,Medium Risk
SR_Req_1132853,Finance Operations Team,7/05/2024,22/05/2024,Closed Complete,SubTask_0276503,Procurement Operations Team,Closed Complete,7/05/2024,Not Yet Requested,Medium Risk
SR_Req_1133230,Finance Operations Team,7/05/2024,7/06/2024,Closed Complete,SubTask_0276589,Procurement Operations Team,Closed Complete,9/05/2024,Not Yet Requested,Medium Risk
SR_Req_1131950,Finance Operations Team,3/05/2024,22/05/2024,Closed Complete,SubTask_0276601,Category Management Team,Closed Complete,9/05/2024,Not Yet Requested,Medium Risk
SR_Req_1133385,Finance Operations Team,7/05/2024,24/05/2024,Closed Complete,SubTask_0276714,Procurement Operations Team,Closed Complete,9/05/2024,Not Yet Requested,Medium Risk
SR_Req_1133608,Finance Operations Team,8/05/2024,7/06/2024,Closed Complete,SubTask_0276834,Procurement Operations Team,Closed Complete,8/05/2024,Not Yet Requested,Medium Risk
SR_Req_1134091,Finance Operations Team,9/05/2024,24/05/2024,Closed Complete,SubTask_0276948,Procurement Operations Team,Closed Complete,10/05/2024,Not Yet Requested,Medium Risk
SR_Req_1134225,Finance Operations Team,9/05/2024,13/05/2024,Closed Complete,SubTask_0277007,OH&S Team,Closed Complete,9/05/2024,Not Yet Requested,High Risk
SR_Req_1134225,Finance Operations Team,9/05/2024,13/05/2024,Closed Complete,SubTask_0277006,Procurement Operations Team,Closed Complete,9/05/2024,Not Yet Requested,High Risk
SR_Req_1134225,Finance Operations Team,9/05/2024,13/05/2024,Closed Complete,SubTask_0277063,Category Management Team,Closed Complete,9/05/2024,Not Yet Requested,High Risk
SR_Req_1134597,Procurement Operations Team,9/05/2024,13/05/2024,Closed Complete,SubTask_0277109,Procurement Operations Team,Closed Complete,13/05/2024,Not Yet Requested,Medium Risk
SR_Req_1134091,Finance Operations Team,9/05/2024,24/05/2024,Closed Complete,SubTask_0277226,Category Management Team,Closed Complete,16/05/2024,Not Yet Requested,Medium Risk
SR_Req_1134949,Procurement Operations Team,10/05/2024,14/05/2024,Closed Skipped,SubTask_0277260,Procurement Operations Team,Closed Complete,14/05/2024,Not Yet Requested,Medium Risk
SR_Req_1134949,Procurement Operations Team,10/05/2024,14/05/2024,Closed Skipped,SubTask_0277261,Procurement Operations Team,Closed Complete,14/05/2024,Not Yet Requested,Medium Risk
SR_Req_1135118,Finance Operations Team,10/05/2024,22/05/2024,Closed Complete,SubTask_0277299,Procurement Operations Team,Closed Complete,13/05/2024,Not Yet Requested,Medium Risk
SR_Req_1135119,Finance Operations Team,10/05/2024,11/06/2024,Closed Complete,SubTask_0277300,Procurement Operations Team,Closed Complete,13/05/2024,Not Yet Requested,Medium Risk
SR_Req_1135168,Procurement Operations Team,13/05/2024,23/05/2024,Closed Incomplete,SubTask_0277304,Procurement Operations Team,Closed Complete,17/05/2024,Not Yet Requested,Medium Risk
SR_Req_1135235,Finance Operations Team,13/05/2024,15/05/2024,Closed Complete,SubTask_0277316,Procurement Operations Team,Closed Complete,13/05/2024,Not Yet Requested,Medium Risk
SR_Req_1135412,Finance Operations Team,13/05/2024,24/05/2024,Closed Complete,SubTask_0277357,Procurement Operations Team,Closed Complete,13/05/2024,Not Yet Requested,Medium Risk
SR_Req_1135480,Finance Operations Team,13/05/2024,22/05/2024,Closed Complete,SubTask_0277400,Procurement Operations Team,Closed Complete,13/05/2024,Not Yet Requested,Medium Risk
SR_Req_1133385,Finance Operations Team,7/05/2024,24/05/2024,Closed Complete,SubTask_0277419,Category Management Team,Closed Complete,13/05/2024,Not Yet Requested,Medium Risk
SR_Req_1135671,Finance Operations Team,13/05/2024,30/05/2024,Closed Complete,SubTask_0277429,OH&S Team,Closed Complete,24/05/2024,Not Yet Requested,High Risk
SR_Req_1135671,Finance Operations Team,13/05/2024,30/05/2024,Closed Complete,SubTask_0277428,Procurement Operations Team,Closed Complete,24/05/2024,Not Yet Requested,High Risk
SR_Req_1135673,Finance Operations Team,13/05/2024,24/05/2024,Closed Complete,SubTask_0277430,Procurement Operations Team,Closed Complete,17/05/2024,Not Yet Requested,Medium Risk
SR_Req_1135684,Finance Operations Team,13/05/2024,22/05/2024,Closed Complete,SubTask_0277433,Procurement Operations Team,Closed Complete,15/05/2024,Not Yet Requested,Medium Risk
SR_Req_1135859,Finance Operations Team,13/05/2024,6/06/2024,Closed Complete,SubTask_0277468,Procurement Operations Team,Closed Complete,30/05/2024,Not Yet Requested,Medium Risk
SR_Req_1136182,Finance Operations Team,14/05/2024,29/05/2024,Closed Complete,SubTask_0277595,Procurement Operations Team,Closed Complete,27/05/2024,Not Yet Requested,Medium Risk
SR_Req_1136443,Finance Operations Team,14/05/2024,14/06/2024,Closed Complete,SubTask_0277661,Procurement Operations Team,Closed Complete,15/05/2024,Not Yet Requested,Medium Risk
SR_Req_1136718,Procurement Operations Team,15/05/2024,30/05/2024,Closed Incomplete,SubTask_0277810,OH&S Team,Open,,Not Yet Requested,High Risk
SR_Req_1136718,Procurement Operations Team,15/05/2024,30/05/2024,Closed Incomplete,SubTask_0277809,Procurement Operations Team,Closed Complete,16/05/2024,Not Yet Requested,High Risk
SR_Req_1136890,Finance Operations Team,15/05/2024,7/06/2024,Closed Complete,SubTask_0277867,Procurement Operations Team,Closed Complete,15/05/2024,Not Yet Requested,Medium Risk
SR_Req_1135673,Finance Operations Team,13/05/2024,24/05/2024,Closed Complete,SubTask_0277929,Category Management Team,Closed Complete,16/05/2024,Not Yet Requested,Medium Risk
SR_Req_1137199,Finance Operations Team,16/05/2024,30/05/2024,Closed Complete,SubTask_0278001,Procurement Operations Team,Closed Complete,16/05/2024,Not Yet Requested,Medium Risk
SR_Req_1135671,Finance Operations Team,13/05/2024,30/05/2024,Closed Complete,SubTask_0278003,Category Management Team,Closed Complete,21/05/2024,Not Yet Requested,High Risk
SR_Req_1135684,Finance Operations Team,13/05/2024,22/05/2024,Closed Complete,SubTask_0278157,Procurement Operations Team,Closed Complete,17/05/2024,Not Yet Requested,Medium Risk
SR_Req_1137719,Finance Operations Team,17/05/2024,13/06/2024,Closed Complete,SubTask_0278179,Procurement Operations Team,Closed Complete,17/05/2024,Not Yet Requested,Medium Risk
SR_Req_1137844,Finance Operations Team,17/05/2024,7/06/2024,Closed Complete,SubTask_0278232,Procurement Operations Team,Closed Complete,27/05/2024,Not Yet Requested,Medium Risk
SR_Req_1137879,Finance Operations Team,17/05/2024,22/05/2024,Closed Complete,SubTask_0278244,Procurement Operations Team,Closed Complete,17/05/2024,Not Yet Requested,Medium Risk
SR_Req_1137991,Procurement Operations Team,17/05/2024,17/05/2024,Closed Skipped,SubTask_0278268,Procurement Operations Team,Closed Complete,17/05/2024,Not Yet Requested,Medium Risk
SR_Req_1138103,Finance Operations Team,17/05/2024,30/05/2024,Closed Complete,SubTask_0278288,Procurement Operations Team,Closed Complete,21/05/2024,Not Yet Requested,Medium Risk
SR_Req_1138242,Finance Operations Team,20/05/2024,11/06/2024,Closed Complete,SubTask_0278299,Procurement Operations Team,Closed Complete,31/05/2024,Not Yet Requested,Medium Risk
SR_Req_1138721,Finance Operations Team,20/05/2024,30/05/2024,Closed Complete,SubTask_0278523,Procurement Operations Team,Closed Complete,22/05/2024,Not Yet Requested,Medium Risk
SR_Req_1138896,Finance Operations Team,21/05/2024,24/06/2024,Closed Complete,SubTask_0278549,Procurement Operations Team,Closed Complete,11/06/2024,Not Yet Requested,Medium Risk
SR_Req_1138899,Finance Operations Team,21/05/2024,7/06/2024,Closed Complete,SubTask_0278550,Procurement Operations Team,Closed Complete,31/05/2024,Not Yet Requested,Medium Risk
